ISBN,ISBN13 (Formatted),Author (SN/FN),Work Author on Cover,Work Cover Title,Work Sub Title,Edition Original Language,Edition Binding,Edition Discount Type,Published Price,Region Pricing: UK (UK),Region Pricing: Europe (EU),Edition Group Titles: Series,Edition Extent,Edition Illustration Details,Edition Format,Pub Date Year,Edition Group Titles: BISAC,Edition Territory,Group Code: BISAC/1,Group Code: BISAC/2,Group Code: BISAC/3,,,,
674064712,9780674064713,"Ficino, Marsilio",Marsilio Ficino,"Commentaries on Plato, Volume 2: <i>Parmenides</i>, Part I",,Latin,Hardback,Short,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,352,,5-1/4 x 8,2012,"PHILOSOPHY / Criticism,HISTORY / Europe / Renaissance",World,PHI026000,HIS037020,,,,,
674045637,9780674045637,"Gregory, Brad S.",Brad S. Gregory,The Unintended Reformation,How a Religious Revolution Secularized Society,,Hardback,Short,$41.00,£32.95,€37.00,,592,,6-1/8 x 9-1/4,2012,"HISTORY / Modern / 16th Century,HISTORY / Historiography,RELIGION / Christianity / History,SOCIAL SCIENCE / Sociology of Religion,HISTORY / United States / 21st Century",World,HIS037090,HIS016000,REL015000,,,,
674065581,9780674065581,"Anand, Sudhir,Desmond, Chris,Fuje, Habtamu,Marques, Nadejda","Sudhir Anand, Chris Desmond, Habtamu Fuje, and Nadejda Marques",The Cost of Inaction,Case Studies from Rwanda and Angola,,Paperback,Text,$19.95,£15.95,€18.00,,348,"1 black and white illustration, 90 tables",6 x 9,2012,"BUSINESS & ECONOMICS / Economics / General,SOCIAL SCIENCE / Developing & Emerging Countries,SOCIAL SCIENCE / Poverty & Homelessness,MEDICAL / Public Health","World, subsidiary rights restricted",BUS069000,SOC042000,SOC045000,,,,
674066529,9780674066526,"Prasad, Monica",Monica Prasad,The Land of Too Much,American Abundance and the Paradox of Poverty,,Hardback,Text,$46.50,£37.95,€42.00,,344,"2 line illustrations, 11 graphs, 7 tables",6-1/8 x 9-1/4,2012,"SOCIAL SCIENCE / Sociology / General,POLITICAL SCIENCE / Political Economy,POLITICAL SCIENCE / Comparative Politics,BUSINESS & ECONOMICS / Economic Conditions,HISTORY / Modern / 20th Century",World,SOC026000,POL023000,POL009000,,,,
674065778,9780674065772,"Levin Becker, Daniel",Daniel Levin Becker,Many Subtle Channels,In Praise of Potential Literature,,Hardback,Short,$27.95,£22.95,€25.00,,352,,5-1/2 x 8-1/4,2012,"LANGUAGE ARTS & DISCIPLINES / Writing General,LANGUAGE ARTS & DISCIPLINES / Writing / Authorship,LITERARY CRITICISM / European / French,HISTORY / Modern / 20th Century",World,LAN005000,LAN002000,LIT004150,,,,
674066340,9780674066342,"Lohr, Eric",Eric Lohr,Russian Citizenship,From Empire to Soviet Union,,Hardback,Text,$69.00,£55.95,€62.00,,288,9 tables,6-1/8 x 9-1/4,2012,"HISTORY / Russia & the Former Soviet Union,POLITICAL SCIENCE / Civics & Citizenship,POLITICAL SCIENCE / World / Russian & Former Soviet Union,LAW / Legal History,LAW / Emigration & Immigration",World,HIS032000,POL003000,POL060000,,,,
674066421,9780674066427,"Luttwak, Edward N.",Edward N. Luttwak,The Rise of China vs. the Logic of Strategy,,,Hardback,Trade,$26.95,£21.95,€24.50,,320,,5 x 7-1/2,2012,"POLITICAL SCIENCE / World / Asian,POLITICAL SCIENCE / Security (National & International),BUSINESS & ECONOMICS / Development / Economic Development,HISTORY / Military / Strategy,HISTORY / Asia / China",World,POL054000,POL012000,BUS068000,,,,
674066723,9780674066724,"Devji, Faisal",Faisal Devji,The Impossible Indian,Gandhi and the Temptation of Violence,,Hardback,Trade,$24.95,£19.95,€22.50,,224,,6 x 9,2012,"HISTORY / Asia / India & South Asia,POLITICAL SCIENCE / Colonialism & Post-Colonialism,PHILOSOPHY / Political","North, Central, and South America & South Asia only",HIS017000,POL045000,PHI019000,,,,
067499986X,9780674999862,"Plautus, ",Plautus,The Little Carthaginian. Pseudolus. The Rope,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,,4-1/4 x 6-3/8,2012,"DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,DRA006000,LIT004190,,,,,
674066359,9780674066359,,Angela M. Kinney,"The Vulgate Bible, Volume V: The Minor Prophetical Books and Maccabees",Douay-Rheims Translation,Latin,Hardback,Short,$35.00,£28.95,€31.50,Dumbarton Oaks Medieval Library,672,,5-1/4 x 8,2012,"RELIGION / Biblical Studies / History & Culture,RELIGION / Christianity / Catholic,HISTORY / Europe / Medieval",World,REL006630,REL010000,HIS037010,,,,
674066782,9780674066786,,Deborah Furchtgott,"Proceedings of the Harvard Celtic Colloquium, 31: 2011",,,Hardback,Text,$32.95,£26.95,€29.50,Proceedings of the Harvard Celtic Colloquium,350,6 black and white photographs,Other,2012,"LITERARY CRITICISM / European / English, Irish, Scottish, Welsh,HISTORY / Europe / Ireland","World, subsidiary rights restricted",LIT004120,HIS018000,,,,,
674066324,9780674066328,"Hägglund, Martin",Martin Hägglund,Dying for Time,"Proust, Woolf, Nabokov",,Hardback,Text,$57.00,£45.95,€51.50,,208,,6-1/8 x 9-1/4,2012,"LITERARY CRITICISM / European / General,LITERARY CRITICISM / Semiotics & Theory,PHILOSOPHY / Movements / Deconstruction,PSYCHOLOGY / Movements / Psychoanalysis",World,LIT004130,LIT006000,PHI027000,,,,
674065700,9780674065703,"Grindle, Merilee S.",Merilee S. Grindle,Jobs for the Boys,Patronage and the State in Comparative Perspective,,Hardback,Short,$52.00,£41.95,€47.00,,336,"2 charts, 1 graph, 8 tables",6-1/8 x 9-1/4,2012,"POLITICAL SCIENCE / Public Affairs & Administration,POLITICAL SCIENCE / Comparative Politics,POLITICAL SCIENCE / History & Theory",World,POL017000,POL009000,POL010000,,,,
674066758,9780674066755,"Eichengreen, Barry,Perkins, Dwight H.,Shin, Kwanho","Barry Eichengreen, Dwight H. Perkins, and Kwanho Shin",From Miracle to Maturity,The Growth of the Korean Economy,,Hardback,Text,$45.00,£36.95,€40.50,Harvard East Asian Monographs,382,"58 black and white illustrations, 97 tables",6 x 9,2012,"BUSINESS & ECONOMICS / Development / Economic Development,BUSINESS & ECONOMICS / Economic Conditions,BUSINESS & ECONOMICS / Economic History","World, subsidiary rights restricted",BUS068000,BUS022000,BUS023000,,,,
674068149,9780674068148,"Kochanski, Halik",Halik Kochanski,The Eagle Unbowed,Poland and the Poles in the Second World War,,Hardback,Trade,$36.00,£28.95,€32.50,,784,"32 halftones, 8 maps",6-1/8 x 9-1/4,2012,"HISTORY / Military / World War II,HISTORY / Holocaust,HISTORY / Europe / Poland",United States and its dependencies only,HIS027100,HIS043000,HIS060000,,,,
674046331,9780674046337,"Strausfeld, Nicholas James",Nicholas James Strausfeld,Arthropod Brains,"Evolution, Functional Elegance, and Historical Significance",,Hardback,Short,$78.50,£62.95,€70.50,,848,"175 color illustrations, 24 halftones",Other,2012,"SCIENCE / Life Sciences / Zoology / Invertebrates,SCIENCE / Life Sciences / Neuroscience*,SCIENCE / Life Sciences / Evolution,SCIENCE / History,SCIENCE / Research & Methodology",World,SCI070020,SCI089000,SCI027000,,,,
674066235,9780674066236,"Rosier, Paul C.",Paul C. Rosier,Serving Their Country,American Indian Politics and Patriotism in the Twentieth Century,,Paperback,Text,$21.50,£17.95,€19.50,,368,19 halftones,6-1/8 x 9-1/4,2012,"HISTORY / Native American,HISTORY / United States / 20th Century,SOCIAL SCIENCE / Ethnic Studies / Native American Studies,HISTORY / Military / General",World,HIS028000,HIS036060,SOC021000,,,,
674063880,9780674063884,"Gere, Cathy",Cathy Gere,The Tomb of Agamemnon,,,Paperback,Trade,$17.00,£13.95,€15.50,Wonders of the World,208,"24 halftones, 2 maps",Other,2012,"HISTORY / Ancient / Greece,SOCIAL SCIENCE / Archaeology,TRAVEL / Europe / Greece",North America only,HIS002010,SOC003000,TRV009080,,,,
674064062,9780674064065,"Craig, Campbell,Logevall, Fredrik",Campbell Craig and Fredrik Logevall,America’s Cold War,The Politics of Insecurity,,Paperback,Short,$21.50,£17.95,€19.50,,448,,5-1/2 x 8-1/4,2012,"HISTORY / United States / 20th Century,HISTORY / Military / Nuclear Warfare,HISTORY / Modern / 20th Century,POLITICAL SCIENCE / International Relations / Arms Control",World,HIS036060,HIS027030,HIS037070,,,,
674046080,9780674046085,"Gould, Eliga H.",Eliga H. Gould,Among the Powers of the Earth,The American Revolution and the Making of a New World Empire,,Hardback,Short,$52.00,£41.95,€47.00,,344,"26 halftones, 6 maps",6-1/8 x 9-1/4,2012,"HISTORY / United States / Revolutionary Period (1775-1800),LAW / Legal History,POLITICAL SCIENCE / International Relations / General",World,HIS036030,LAW060000,POL011000,,,,
674064720,9780674064720,"Ficino, Marsilio",Marsilio Ficino,"Commentaries on Plato, Volume 2: <i>Parmenides</i>, Part II",,Latin,Hardback,Short,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,416,,5-1/4 x 8,2012,"PHILOSOPHY / Criticism,HISTORY / Europe / Renaissance",World,PHI026000,HIS037020,,,,,
674063988,9780674063983,"Thompson, Michael",Michael Thompson,Life and Action,Elementary Structures of Practice and Practical Thought,,Paperback,Short,$26.00,£20.95,€23.50,,240,1 table,6-1/8 x 9-1/4,2012,"PHILOSOPHY / Ethics & Moral Philosophy,PHILOSOPHY / Epistemology,PHILOSOPHY / Logic",World,PHI005000,PHI004000,PHI011000,,,,
983532206,9780983532200,,Dimitrios Yatromanolakis,"Music and Cultural Politics in Greek and Chinese Societies, Volume 1",Greek Antiquity,,Hardback,Text,$65.00,£52.95,€58.50,"Cultural Politics, Socioaesthetics, Beginnings",196,20 black and white photographs,5-1/2 x 8-1/4,2012,"MUSIC / History & Criticism,ART / History / Ancient & Classical,DRAMA / Ancient & Classical,PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece","World, subsidiary rights restricted",MUS020000,ART015060,DRA006000,,,,
088402380X,9780884023807,,Joanne Pillsbury,Past Presented,Archaeological Illustration and the Ancient Americas,,Hardback,Text,$65.00,£52.95,€58.50,Dumbarton Oaks Pre-Columbian Symposia and Colloquia,520,"212 color illustrations, 79 halftones, 20 line illustrations",8-1/2 x 11,2012,"SOCIAL SCIENCE / Archaeology,ARCHITECTURE / History / Ancient & Classical,HISTORY / Latin America / General","World, subsidiary rights restricted",SOC003000,ARC005020,HIS024000,,,,
674066707,9780674066700,,Dominic Parviz Brookshaw,Ruse and Wit,"The Humorous in Arabic, Persian, and Turkish Narrative",,Paperback,Text,$19.95,£15.95,€18.00,Ilex Series,172,,6 x 9,2012,LITERARY CRITICISM / Middle Eastern,"World, subsidiary rights restricted",LIT004220,,,,,,
674064240,9780674064249,"Tanner, Tony",Tony Tanner,Prefaces to Shakespeare,,,Paperback,Trade,$29.00,£23.95,€26.00,,848,,6-3/8 x 9-1/4,2012,"LITERARY CRITICISM / Shakespeare,LITERARY CRITICISM / Drama,LITERARY COLLECTIONS / Essays",World,LIT015000,LIT013000,LCO010000,,,,
884023753,9780884023753,,Joanne Pillsbury,Ancient Maya Art at Dumbarton Oaks,,,Hardback,Text,$90.00,£72.95,€81.00,Pre-Columbian Art at Dumbarton Oaks,584,"87 color plates, 135 color photos, 45 black and white photos, 1 color illustration, 129 black and white illustrations, 2 color maps, 17 tables",Other,2012,"ART / Caribbean & Latin American,ART / Criticism & Theory,ART / Collections, Catalogs, Exhibitions / Permanent Collections,SOCIAL SCIENCE / Ethnic Studies / General","World, subsidiary rights restricted",ART044000,ART009000,ART006020,,,,
674063899,9780674063891,"MacDonald, Michael",Michael MacDonald,Why Race Matters in South Africa,,,Paperback,Short,$21.50,£17.95,€19.50,,256,1 table,6-1/8 x 9-1/4,2012,"HISTORY / Africa / South / Republic of South Africa,HISTORY / Africa / General,POLITICAL SCIENCE / Public Policy / Social Policy",Not for sale in South Africa,HIS047000,HIS001000,POL029000,,,,
983532222,9780983532224,"Stewart, Charles",Charles Stewart,Dreaming and Historical Consciousness in Island Greece,,,Hardback,Text,$65.00,£52.95,€58.50,"Cultural Politics, Socioaesthetics, Beginnings",278,"32 black and white photographs, 1 map",5-1/2 x 8-1/4,2012,"HISTORY / Europe / Greece (see also Ancient / Greece),SOCIAL SCIENCE / Anthropology / Cultural & Social,SOCIAL SCIENCE / Customs & Traditions","World, subsidiary rights restricted",HIS042000,SOC002010,SOC005000,,,,
873652142,9780873652148,"Cosgrove, Harriet S.,Cosgrove, C. Burton",H. S. Cosgrove and C. Burton Cosgrove,The Swarts Ruin,"A Typical Mimbres Site in Southwestern New Mexico, With a New Introduction by Steven A. LeBlanc",,Paperback,Text,$35.00,£28.95,€31.50,Papers of the Peabody Museum,454,"3 color photos and drawing, 272 halftones and line drawings, 3 maps",6 x 9,2012,"SOCIAL SCIENCE / Archaeology,ART / Native American,ART / Ceramics",World,SOC003000,ART041000,ART045000,,,,
674064399,9780674064393,"Dorsen, David M.",David M. Dorsen,"Henry Friendly, Greatest Judge of His Era",,,Hardback,Short,$35.00,£28.95,€31.50,,512,2 tables,6-1/8 x 9-1/4,2012,"BIOGRAPHY & AUTOBIOGRAPHY / Lawyers & Judges,LAW / Courts,LAW / Legal History",World,BIO020000,LAW025000,LAW060000,,,,
674065883,9780674065888,"Shayegan, M. Rahim",M. Rahim Shayegan,Aspects of History and Epic in Ancient Iran,From Gaumāta to Wahnām,,Paperback,Text,$24.95,£19.95,€22.50,Hellenic Studies Series,,"5 line illustrations; 8 black and white photos, 9 tables",6 x 9,2012,"HISTORY / Ancient / General,HISTORY / Middle East / General,HISTORY / Historiography",World,HIS002000,HIS026000,HIS016000,,,,
674065638,9780674065635,"Bennette, Rebecca Ayako",Rebecca Ayako Bennette,Fighting for the Soul of Germany,The Catholic Struggle for Inclusion after Unification,,Hardback,Short,$57.00,£45.95,€51.50,Harvard Historical Studies,380,1 map,6-1/8 x 9-1/4,2012,"HISTORY / Europe / Germany,HISTORY / Modern / 19th Century,RELIGION / Christianity / Catholic,RELIGION / Religion, Politics & State",World,HIS014000,HIS037060,REL010000,,,,
674066863,9780674066861,"Löffler, Lorenz G.",Lorenz G. Löffler,Ethnographic Notes on the Mru and Khumi of the Chittagong and Arakan Hill Tracts,A Contribution to our Knowledge of South and Southeast Asian Indigenous Peoples mainly based on field research in the Southern Chittagong Hill Tracts,,Hardback,Text,$75.00,£60.95,€67.50,Harvard Oriental Series,690,"98 color photos, 31 black and white illustrations,  13 black and white photos, 3 tables",7 x 10,2012,"SOCIAL SCIENCE / Anthropology / General,SOCIAL SCIENCE / Ethnic Studies / General","World, subsidiary rights restricted",SOC002000,SOC008000,,,,,
1597821411,9781597821414,,Charles Sabel,Export Pioneers in Latin America,,,Paperback,Text,$29.95,£23.95,€27.00,,326,20 b&w illustrations, 24 tables,6 x 9,2012,"BUSINESS & ECONOMICS / Exports & Imports,BUSINESS & ECONOMICS / Economics / Comparative,BUSINESS & ECONOMICS / Entrepreneurship,BUSINESS & ECONOMICS / Economics / Theory,HISTORY / Latin America / General","World, subsidiary rights restricted",BUS026000,BUS069010,BUS025000,,,
884023702,9780884023708,"Ousterhout, Robert G.",Robert G. Ousterhout,A Byzantine Settlement in Cappadocia,Revised Edition,,Paperback,Text,$50.00,£40.95,€45.00,Dumbarton Oaks Studies,504,"19 color photographs, 175 photographs, 90 black-and-white illustrations, 10 maps, 4 tables",6-7/8 x 10,2012,HISTORY / Europe / Medieval,World,HIS037010,,,,,,
674065859,9780674065857,"Roenneberg, Till",Till Roenneberg,Internal Time,"Chronotypes, Social Jet Lag, and Why You're So Tired",German,Hardback,Short,$28.00,£22.95,€25.00,,288,"1 halftone, 40 line illustrations",5-1/2 x 8-1/4,2012,"SCIENCE / Life Sciences / Biology,SCIENCE / Life Sciences / Human Anatomy & Physiology",World,SCI008000,SCI036000,,,,,
674067126,9780674067127,"Vincent, J. Keith",J. Keith Vincent,Two-Timing Modernity,Homosocial Narrative in Modern Japanese Fiction,,Hardback,Text,$45.00,£36.95,€40.50,Harvard East Asian Monographs,248,,6 x 9,2012,"LITERARY CRITICISM / Asian / Japanese,SOCIAL SCIENCE / LGBT Studies / Gay Studies,SOCIAL SCIENCE / Gender Studies","World, subsidiary rights restricted",LIT008030,SOC012000,SOC032000,,,,
088402377X,9780884023777,,Cécile Morrisson,Trade and Markets in Byzantium,,,Hardback,Text,$85.00,£68.95,€76.50,Dumbarton Oaks Byzantine Symposia and Colloquia,472,"76 color photos, 5 color illustrations, 16 black and white photos, 43 black and white illustrations, 49 maps, 2 tables",8-1/2 x 11,2012,"BUSINESS & ECONOMICS / Economic History,HISTORY / Middle East / Turkey & Ottoman Empire*","World, subsidiary rights restricted",BUS023000,HIS055000,,,,,
674049527,9780674049529,"Dempsey, Charles",Charles Dempsey,The Early Renaissance and Vernacular Culture,,,Hardback,Short,$46.50,£37.95,€42.00,The Bernard Berenson Lectures on the Italian Renaissance Delivered at Villa I Tatti,398,45 halftones,5-1/4 x 8,2012,"HISTORY / Europe / Renaissance,ART / History / Renaissance,DRAMA / European / General,LITERARY CRITICISM / European / General,HISTORY / Historiography",World,HIS037020,ART015080,DRA004000,,,,
674067029,9780674067028,"Sandridge, Norman B.",Norman B. Sandridge,"Loving Humanity, Learning, and Being Honored",The Foundations of Leadership in Xenophon's <i>Education of Cyrus</i>,,Paperback,Text,$24.95,£19.95,€22.50,Hellenic Studies Series,148,,5-1/2 x 9,2012,"LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece","World, subsidiary rights restricted",LIT004190,HIS002010,,,,,
674067118,9780674067110,"Tsagalis, Christos",Christos Tsagalis,From Listeners to Viewers,Space in the <i>Iliad</i>,,Paperback,Text,$29.95,£23.95,€27.00,Hellenic Studies Series,566,,5-1/2 x 9,2012,LITERARY CRITICISM / Ancient & Classical,"World, subsidiary rights restricted",LIT004190,,,,,,
674064291,9780674064294,"Dreyfus, Laurence",Laurence Dreyfus,Wagner and the Erotic Impulse,,,Paperback,Trade,$21.50,£17.95,€19.50,,288,"1 line illustration, 11 music examples",6-1/8 x 9-1/4,2012,"MUSIC / History & Criticism,MUSIC / Genres & Styles / Opera,HISTORY / Modern / 19th Century,HISTORY / Europe / Germany,HISTORY / Social History",World,MUS020000,MUS028000,HIS037060,,,,
873654072,9780873654074,"Lutz, Maija M.",Maija M. Lutz,"Hunters, Carvers, and Collectors",The Chauncey C. Nash Collection of Inuit Art,,Paperback,Text,$25.00,£20.95,€22.50,Peabody Museum Collections Series,,"72 color illustrations, 15 halftones",Other,2012,"ART / Collections, Catalogs, Exhibitions / Permanent Collections,ART / History / Contemporary (1945-),SOCIAL SCIENCE / Anthropology / General,SOCIAL SCIENCE / Archaeology,SOCIAL SCIENCE / Ethnic Studies / General","World, subsidiary rights restricted",ART006020,ART015110,SOC002000,,,,
674065972,9780674065970,"Skocpol, Theda",Theda Skocpol,Obama and America's Political Future,,,Hardback,Short,$31.50,£25.95,€28.50,The Alexis de Tocqueville Lectures on American Politics,216,,5 x 7-1/2,2012,"POLITICAL SCIENCE / American Government / Executive Branch,POLITICAL SCIENCE / Commentary & Opinion,POLITICAL SCIENCE / Essays,POLITICAL SCIENCE / Political Ideologies / General,POLITICAL SCIENCE / Political Process / General",World,POL040010,POL046000,POL032000,,,,
674334086,9780674334083,"Fleishman, Lazar",Lazar Fleishman,Boris Pasternak,The Poet and His Politics,,Hardback,Short,$65.00,£60.00,€48.00,,359,,8 x 9,2013,"LITERARY CRITICISM / General,LITERARY CRITICISM / Russian & Former Soviet Union",World,LIT000000,LIT004240,,,,,
674594339,9780674594333,"Thorp, Willard",Willard Thorp,American Writing in the Twentieth Century,,,Hardback,Short,$65.00,£60.00,€48.00,Library of Congress Series in American Civilization,353,,8 x 9,2013,LITERARY CRITICISM / General,World,LIT000000,,,,,,
